variant,term,n_observations,n_blocks,n_blocks_refitted,coefficient_full,coefficient_min,coefficient_max,max_abs_shift,sign_stable,negligible_at_full_sample,block_of_max_shift
full,Intercept,3486,10,10,0.15764609709166505,0.046560406339992325,0.2257151689739659,0.11108569075167272,True,False,qwen2.5:7b-instruct-fp16::rep3
full,C(max_private_risk)[T.0.6],3486,10,10,-0.36687994582744904,-0.4055966570749564,-0.24144915942842227,0.12543078639902677,True,False,qwen2.5:7b-instruct-fp16::rep7
full,C(max_private_risk)[T.0.9],3486,10,10,-0.34973276063362657,-0.3934553423371029,-0.29295834537368565,0.056774415259940925,True,False,qwen2.5:7b-instruct-fp16::rep9
full,C(persona_condition)[T.R0],3486,10,10,2.7723326519257685,2.5788305837606544,3.0940777821729917,0.3217451302472232,True,False,qwen2.5:7b-instruct-fp16::rep3
full,C(persona_condition)[T.S_AA],3486,10,10,-0.5139812763006019,-1.978896724332695,0.16084793365494462,1.4649154480320932,False,False,qwen2.5:7b-instruct-fp16::rep9
full,C(persona_condition)[T.S_AC],3486,10,10,-1.0923922114723135,-1.972132113006234,-0.8331162711834781,0.8797399015339205,True,False,qwen2.5:7b-instruct-fp16::rep9
full,C(persona_condition)[T.S_CA],3486,10,10,-1.5244008992398344,-2.523088970003769,-1.145911655276955,0.9986880707639345,True,False,qwen2.5:7b-instruct-fp16::rep9
full,C(persona_condition)[T.none],3486,10,10,2.7261951721894313,2.6154920937211195,3.0832802386968563,0.357085066507425,True,False,qwen2.5:7b-instruct-fp16::rep3
full,first_round_unsafe,3486,10,10,4.600832812868195,4.211585469308659,6.019167516149531,1.418334703281336,True,False,qwen2.5:7b-instruct-fp16::rep9
full,own_prev_unsafe,3486,10,10,-1.0244834329073222,-1.18738672329392,-0.7605795420293919,0.2639038908779303,True,False,qwen2.5:7b-instruct-fp16::rep7
full,opponent_prev_unsafe,3486,10,10,0.05782816236515849,-0.09368591632823876,0.23699529653800008,0.17916713417284158,False,False,qwen2.5:7b-instruct-fp16::rep3
full,own_prev_unsafe:opponent_prev_unsafe,3486,10,10,-2.6108842222651143,-3.2716821743450044,-2.3167996602110104,0.6607979520798901,True,False,qwen2.5:7b-instruct-fp16::rep3
full,progress_gap_before,3486,10,10,1.1557509061789568,1.1070120045052023,1.227198633914526,0.07144772773556918,True,False,qwen2.5:7b-instruct-fp16::rep7
full,own_prev_unsafe:progress_gap_before,3486,10,10,-1.3355764776254482,-1.513424996881352,-1.243467538241677,0.17784851925590384,True,False,qwen2.5:7b-instruct-fp16::rep9
full,opponent_prev_unsafe:progress_gap_before,3486,10,10,0.08347506278852118,-0.023230634793668062,0.17496007505147276,0.10670569758218924,False,False,qwen2.5:7b-instruct-fp16::rep9
full,own_prev_unsafe:opponent_prev_unsafe:progress_gap_before,3486,10,10,0.8785308968770075,0.6894886318067441,1.284699978079621,0.40616908120261364,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,Intercept,3486,10,10,0.15764609709166505,0.046560406339992325,0.2257151689739659,0.11108569075167272,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_retried_races,C(max_private_risk)[T.0.6],3486,10,10,-0.36687994582744904,-0.4055966570749564,-0.24144915942842227,0.12543078639902677,True,False,qwen2.5:7b-instruct-fp16::rep7
exclude_retried_races,C(max_private_risk)[T.0.9],3486,10,10,-0.34973276063362657,-0.3934553423371029,-0.29295834537368565,0.056774415259940925,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,C(persona_condition)[T.R0],3486,10,10,2.7723326519257685,2.5788305837606544,3.0940777821729917,0.3217451302472232,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_retried_races,C(persona_condition)[T.S_AA],3486,10,10,-0.5139812763006019,-1.978896724332695,0.16084793365494462,1.4649154480320932,False,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,C(persona_condition)[T.S_AC],3486,10,10,-1.0923922114723135,-1.972132113006234,-0.8331162711834781,0.8797399015339205,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,C(persona_condition)[T.S_CA],3486,10,10,-1.5244008992398344,-2.523088970003769,-1.145911655276955,0.9986880707639345,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,C(persona_condition)[T.none],3486,10,10,2.7261951721894313,2.6154920937211195,3.0832802386968563,0.357085066507425,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_retried_races,first_round_unsafe,3486,10,10,4.600832812868195,4.211585469308659,6.019167516149531,1.418334703281336,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,own_prev_unsafe,3486,10,10,-1.0244834329073222,-1.18738672329392,-0.7605795420293919,0.2639038908779303,True,False,qwen2.5:7b-instruct-fp16::rep7
exclude_retried_races,opponent_prev_unsafe,3486,10,10,0.05782816236515849,-0.09368591632823876,0.23699529653800008,0.17916713417284158,False,False,qwen2.5:7b-instruct-fp16::rep3
exclude_retried_races,own_prev_unsafe:opponent_prev_unsafe,3486,10,10,-2.6108842222651143,-3.2716821743450044,-2.3167996602110104,0.6607979520798901,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_retried_races,progress_gap_before,3486,10,10,1.1557509061789568,1.1070120045052023,1.227198633914526,0.07144772773556918,True,False,qwen2.5:7b-instruct-fp16::rep7
exclude_retried_races,own_prev_unsafe:progress_gap_before,3486,10,10,-1.3355764776254482,-1.513424996881352,-1.243467538241677,0.17784851925590384,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,opponent_prev_unsafe:progress_gap_before,3486,10,10,0.08347506278852118,-0.023230634793668062,0.17496007505147276,0.10670569758218924,False,False,qwen2.5:7b-instruct-fp16::rep9
exclude_retried_races,own_prev_unsafe:opponent_prev_unsafe:progress_gap_before,3486,10,10,0.8785308968770075,0.6894886318067441,1.284699978079621,0.40616908120261364,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,Intercept,3150,8,8,0.18704397400066378,0.07213427838739214,0.27067576192064036,0.11490969561327163,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_min_horizon,C(max_private_risk)[T.0.6],3150,8,8,-0.4240385572660586,-0.46243398462821794,-0.2969485095284032,0.12709004773765542,True,False,qwen2.5:7b-instruct-fp16::rep7
exclude_min_horizon,C(max_private_risk)[T.0.9],3150,8,8,-0.3834277561432096,-0.4381828460322782,-0.3269798145381075,0.05644794160510214,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,C(persona_condition)[T.R0],3150,8,8,2.6850925304504543,2.477835699081453,2.9856440072171053,0.30055147676665106,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_min_horizon,C(persona_condition)[T.S_AA],3150,8,8,-0.032756799837449335,-1.4786186331329747,0.7127402510887623,1.4458618332955253,False,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,C(persona_condition)[T.S_AC],3150,8,8,-0.746376026254341,-1.6005814984500657,-0.42124761425681967,0.8542054721957247,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,C(persona_condition)[T.S_CA],3150,8,8,-1.1843518824587391,-2.1536137990829993,-0.7420405090155379,0.9692619166242602,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,C(persona_condition)[T.none],3150,8,8,2.7519553746626606,2.6316035344220867,3.127258841645951,0.3753034669832904,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_min_horizon,first_round_unsafe,3150,8,8,4.126479671916705,3.6411810045121324,5.507060670940731,1.3805809990240254,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,own_prev_unsafe,3150,8,8,-1.1704371458691,-1.3555005065050325,-0.9270054336607306,0.24343171220836946,True,False,qwen2.5:7b-instruct-fp16::rep7
exclude_min_horizon,opponent_prev_unsafe,3150,8,8,-0.09777431391628741,-0.24055871977772234,0.07942915702035024,0.17720347093663763,False,False,qwen2.5:7b-instruct-fp16::rep3
exclude_min_horizon,own_prev_unsafe:opponent_prev_unsafe,3150,8,8,-2.3583841582462464,-3.003503443318728,-2.0335364962790887,0.6451192850724818,True,False,qwen2.5:7b-instruct-fp16::rep3
exclude_min_horizon,progress_gap_before,3150,8,8,1.1755436115395992,1.1271530453308858,1.264609050417416,0.0890654388778167,True,False,qwen2.5:7b-instruct-fp16::rep7
exclude_min_horizon,own_prev_unsafe:progress_gap_before,3150,8,8,-1.292610487632967,-1.4806445607825092,-1.1986844737488753,0.18803407314954224,True,False,qwen2.5:7b-instruct-fp16::rep9
exclude_min_horizon,opponent_prev_unsafe:progress_gap_before,3150,8,8,0.03747372505761083,-0.09971128474640353,0.11526411345442612,0.13718500980401438,False,False,qwen2.5:7b-instruct-fp16::rep9
